1	Chainsaw Man
2	One Piece
3	Boruto: Two Blue Vortex
4	Dragon Ball Super
5	Dandadan
6	KAIJU NO.8 (Monster #8)
7	SPY x FAMILY
8	SAKAMOTO DAYS
9	Kagurabachi
10	Ichi the Witch
11	Märchen Crown
12	Love Is Overkill
13	Ashi Dribbles Through
14	Centuria
15	Blue Box
16	Drama Queen
17	Maison and the Man-Eating Apartment
18	Shinewbi
19	RuriDragon
20	The Marshal King
21	MAD
22	Chuck Beans
23	Beast Orange
24	Hero Organization
25	Embers
26	Gokurakugai
27	Asura’s Verdict
28	Make the Exorcist Fall in Love
29	Laws of the Universe
30	Eunuch of Empire
31	Choujin X
32	My Sister, My Stuck Butt, and Me
33	Hope You're Happy, Lemon
34	Metaphor: ReFantazio
35	Hima-Ten!
36	Blooming Love
37	Blue Exorcist
38	Trapped in an Instant
39	Seraph of the End: Vampire Reign
40	World Trigger
41	Chainsaw Man
42	One Piece
43	Boruto: Two Blue Vortex
44	Dragon Ball Super
45	Dandadan
46	KAIJU NO.8 (Monster #8)
47	SPY x FAMILY
48	SAKAMOTO DAYS
49	Kagurabachi
50	Ichi the Witch
51	Märchen Crown
52	Love Is Overkill
53	Ashi Dribbles Through
54	Centuria
55	Blue Box
56	Drama Queen
57	Maison and the Man-Eating Apartment
58	Shinewbi
59	RuriDragon
60	The Marshal King
61	MAD
62	Chuck Beans
63	Beast Orange
64	Hero Organization
65	Embers
66	Gokurakugai
67	Asura’s Verdict
68	Make the Exorcist Fall in Love
69	Laws of the Universe
70	Eunuch of Empire
71	Choujin X
72	My Sister, My Stuck Butt, and Me
73	Hope You're Happy, Lemon
74	Metaphor: ReFantazio
75	Hima-Ten!
76	Blooming Love
77	Blue Exorcist
78	Trapped in an Instant
79	Seraph of the End: Vampire Reign
80	World Trigger
