1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	SPY x FAMILY
7	SAKAMOTO DAYS
8	The Creepy and Freaky
9	Kagurabachi
10	Märchen Crown
11	War of the Adults
12	Ichi the Witch
13	Centuria
14	Blue Box
15	We Never Learn
16	RuriDragon
17	Drama Queen
18	Home at the Horizon
19	G.G.G.
20	MAD
21	The Marshal King
22	Beast Orange
23	My Sister, My Stuck Butt, and Me
24	Asura’s Verdict
25	Hero Organization
26	Make the Exorcist Fall in Love
27	Hope You're Happy, Lemon
28	Choujin X
29	Blooming Love
30	Embers
31	Hima-Ten!
32	Trapped in an Instant
33	The Robot Who Inherited Trillions
34	Seraph of the End: Vampire Reign
35	Monochrome Days
36	MARRIAGETOXIN
37	Kindergarten WARS
38	Shinobi Undercover
39	Eunuch of Empire
40	Ultimate Exorcist Kiyoshi
